7.5,1.5
7.5,1.5
7.5,1.5
7.25,1.25
6.75,1
6,1
5,1.25
4,2
3.75,3
3.25,3.75
3,5
3,6.5
3.25,7.5
3.25,8.5
3.25,9.5
3,10.5
2.75,11.5
2.5,11.75
2,11.75
1,11.75
0.5,11.75
1,11.75
2,11.75
3,12.25
4,12.75
4.5,13.25
4.5,14
4.25,14.5
4.25,15
4.25,14.5
4.5,14
4.5,13.25
4,12.5
4,11.5
3.75,10.5
3.5,9.5
3.5,8.5
3.5,7.75
3.75,7
3.5,7.75
3,8
2.5,8.25
2,8.5
1,9
0,9
1,9
1.75,8.5
2.25,8.25
2.75,7.75
2.75,7
